,video_id,comment,likes,replies,username
31,mYCXmqEdevo,A Chicago style hotdog is by far one of my favorites as a Chicagoan it is so deliciously delicious!,8,1,LatinasLoveJohnny
32,mYCXmqEdevo,Great video. You can add breaded steak sandwiches in part 2! Ricobenes on the south side or Luke&#39;s up on the NW side.,4,0,Frank Gonzalez
33,mYCXmqEdevo,I am not a big city girl. My brother spent time in Chicago and loved it. My son lives in a suburb of Chicago. We can&#39;t wait to try the food in Chicago soon.,1,0,Elizabeth Schreffler
34,mYCXmqEdevo,I&#39;m currently living in NYC and looking to transition to Chicago next year. Glad I found your channel! I dig it! 🤘🏾,5,1,Soulafied
35,mYCXmqEdevo,"I tried a Chicago style hot dog on my first day in Chicago, and I knew right then that I would never leave.<br><br>Best way to eat Italian beef: order it wet with a side salad instead of fries. Eat it directly over the salad. Whatever falls or drips into the salad will make it taste better.<br><br>To anyone not from Chicago: he&#39;s right about the pizza. I only eat deep dish one to three times a year, mostly when entertaining people from out of town. I&#39;ve never heard of called tavern pizza, but that is what most of us eat most of the time. It generally has extra sauce, so the cheese slides right off, but you get extra tomato flavor that way, so it&#39;s worth it.",10,0,Paul T Sjordal
36,mYCXmqEdevo,"If you do a part two, you can&#39;t miss Ricobene&#39;s steak sandwich, Margie&#39;s Candies&#39; ice cream, or Calumet Fisheries&#39; smoked shrimp. . . and, as much as I like Lou&#39;s, it&#39;s a shame you didn&#39;t go to Pequod&#39;s.",5,0,Reuben Joseph Magbanua
37,mYCXmqEdevo,I have eaten at most of these places and I can tell you that Byron&#39;s Hot Dogs are a must! Whether before or after a Cubs game you must try one. Like he said in the video &quot;DO NOT&quot; order ketchup on your hot dog. Simply THE BEST!,0,0,ThreeG
38,mYCXmqEdevo,"You killed it with this list, all gem spots in the city. No disrespect to anyone but thanks for doing Bryons and not Portillos like so many other videos. Subscribed!",9,1,Andrew Pals
39,mYCXmqEdevo,"Good selection of food items. Would add Maxwell Street Pork Chop sandwich to part 2. Make sure they include the serrano peppers.  Plus, add a BBQ dish. My favorite BBQ place is Leon&#39;s BBQ on Archer Ave. Thanks for pointing out the tavern style pizza is the standard. My father&#39;s favorite was the sausage pizza from Father and Son pizza. Cut up in squares. My favorite item from Harold&#39;s Chicken are the gizzards. They throw the hot sauce over the gizzards, fries and white bread that soaks it up.",0,0,Hector
40,mYCXmqEdevo,"I&#39;ll be in Chicago next week,  looking forward to some new places to check out. Love Garrett&#39;s!! Hit up Chicago Pizza and Oven Grinder for part 2. Come do a Detroit version of places to eat! 🌮🍕🌭🍱🍣🥠🦀",5,1,Amy Malone
41,mYCXmqEdevo,Part 2 Please! Love the videos. Keep up the good work bro,2,0,C T
42,mYCXmqEdevo,I tried the deep dish pizza at Giordano&#39;s 😋 it was so cheesyyy!  Also tried the pot pie pizza 😁,0,0,Carina Cruz M.
43,mYCXmqEdevo,Not sure how they found these restaurants but this seems to be a legitimate insight of where to eat traditional Chicago food.,1,0,posthocprior
44,mYCXmqEdevo,"I am craving a jibarito sandwich, they look so yummy!",0,0,jalabi99
45,mYCXmqEdevo,"We used to go to La Pasadita for burritos. They were the best ever, so full of flavorful meat and cooked to perfection. I&#39;ve never had better.",0,0,Robert Schwartz
46,mYCXmqEdevo,"Luis, great job. As a life long Chicagoan good choices. Would like to see a part 2.",1,0,Rob Lipka
47,mYCXmqEdevo,"Tavern style pizza, a couple pitchers of Old Style, and all your buddies equals a great memory in my book. As for hot dogs, I grew up on the Northwest Side so Superdawg gets the nod.",0,0,Robert Lee
48,mYCXmqEdevo,U got my attention by mentioning the jibarito. So good and definitely not known enough about.,0,0,Jon Snow
49,mYCXmqEdevo,If your watching this before your trip to Chicago please listen to this man . Note : 1.Italian beef 2.polish/Chicago dog 3. Jibarito ! Bonus :Chicken wings with mild sauce,1,0,Just Cooley
50,mYCXmqEdevo,"Hey Luis my favorite places to go for Deep Dish pizza are Lou Malnati&#39;s and Gino&#39;s East. However, I prefer Tavern style pizza over Deep Dish pizza.",6,1,Jose Flores
51,mYCXmqEdevo,"Part 2!!!<br><br>Or maybe top coffee, or you can also highlight unique Chicago business/brands. <br><br>Because I am looking to travel to Chicago pretty soon and Id like to support local unique stores but idk where to go.",2,0,Jean Sánchez
52,mYCXmqEdevo,Headed to Chicago in October for the aquashella event! Super excited to visit for my first time! Subbed to you so I can get more spots to hit up for food and entertainment/activities,0,0,Crypt Keeper Aquatics
53,mYCXmqEdevo,Do a episode on the best Mexican Restaurants in Chicago.,0,0,Deon H
54,mYCXmqEdevo,All the food looks absolutely amazing I’ll definitely have to try your little tour it sounds iconic,0,0,Brandon G
55,mYCXmqEdevo,"Absolutely superb Louis, loved it 🙏",0,0,Sean Riley
56,mYCXmqEdevo,"You included Vito and Nick&#39;s  so you&#39;re alright in my book.<br><br>Slow service, but that&#39;s ok gives me more time to demolish a pizza solo.",7,0,Mike D
57,mYCXmqEdevo,Just spent a whole evening watching your vids and now I&#39;m definitely packing my fat pants for this Chicago trip! Thanks for the tips :),1,0,SheReaders Book Club
58,mYCXmqEdevo,"I absolutely love Lou Malnati&#39;s, the buttery crust is perfection. Next time I am in Chicago I will try Tavern Style. Thank you for all the videos it is making me excited for the next time I visit your great city. I love your passion for the city and the a-mazing food it is infectious : )",4,0,Rebecca Weintraub
59,mYCXmqEdevo,"Another great video, Luis.  It&#39;s a snack but how about your favorite Italian ice?",0,0,TrekKorea
60,mYCXmqEdevo,"Definitely need to hit Gene and Jude’s for a hot dog next time you are in town.  Technically not Chicago, but a classic Chicago dog that doesn’t disappoint.  Good choices.  Great video.  Made me hungry.",4,1,Tjjaros
61,mYCXmqEdevo,"What’s good <a href=""http://www.youtube.com/results?search_query=%23gustogang"">#GustoGang</a>, what are your favorite local spots to grab these ICONIC foods? Also, let us know if you want to see a Part II",26,14,Luis Gusto
62,mYCXmqEdevo,I went to school on the South Side and I surely do miss the great food. Thanks Luis! You have been subbed.,3,1,Joe Mancini
63,mYCXmqEdevo,"Man, finally a list that keeps it real!",0,0,Aldo Quinones
64,mYCXmqEdevo,"OMG you got it ALL exactly right, even ending with Tavern Style Pizza! Love you guys!",0,0,Robby Lock
65,mYCXmqEdevo,I live in Chicago now!  I want to try that beef sammich and those tacos.,3,0,Curlytop Asmr Lee
66,mYCXmqEdevo,Awesome video. I grew up in Chicago on the south side and you hit the best. Harold chicken is my favorite. I live I Wisconsin now. I drive two hours to get it. Jim’s original is a classic. I have to have both Jim’s and Harolds whenever I am in the chi. Thank you bro.,12,1,Kenneth Pope Jr.
67,mYCXmqEdevo,"Such a bomb video!! Cannot wait to visit there someday! Have you done a video for tourists like me who want to experience all things “Old Chicago,” like iconic mafia/mob places, anything from the Sinatra era, etc?",1,1,Erin Johnson
68,mYCXmqEdevo,"Very good video, I would comment that you forgot the Greek Chicago Food, which is a Gyros (Yee-Dos!).  Maybe in your second video but I think it should be in the first :)",0,0,Speleos Dravillas
69,mYCXmqEdevo,"As an Italian, chicken vesuvio was an iconic dish that never caught on as much as it should have. It&#39;s Awesome crispy chicken and potatoes covered in a wonderful garlic wine sauce.",6,1,Cathy G
70,mYCXmqEdevo,I have never heard about tacos from Chicago. I’m from Southern California and we are pretty damn snobby about tacos. Gotta try them out when we visit Chicago.,1,0,Michiko Smith
71,mYCXmqEdevo,As a lifelong chicogoan i can tell you that hot dogs on your home grill with a toasted bun goes up a whole level.<br>Uno all the way- Forget malnattis.,0,0,Larry Burke
72,mYCXmqEdevo,"Thank you for repping Tavern Style / Thin Crust. I love deep dish (though prefer Giordano&#39;s); but square cut thin crust is what I try to tell folks is &quot;real&quot; Chicago style -- it doesn&#39;t help that I live in NY and everyone wants to reference John Stewart. No hate to NY slice either, but Tavern Style has no competition.",3,0,Christopher Cooper
73,mYCXmqEdevo,I’ll give Chicago the hot dog 🌭 crown 👑,43,2,Here Be Barr
74,mYCXmqEdevo,Part 2 please! Great video 🙏🏾🙏🏾,0,0,Ricardo Godinez
75,mYCXmqEdevo,"You have to do a part 2. VITO AND NICKS is good for tavern pizza, but the place you suggested in Lincoln Square  was the beat. Jim has the best polishes and peppers. Harold&#39;s chicken hands down for best fried wings.",2,2,Selena T
76,mYCXmqEdevo,"I like deep dish/pan pizza like Pequod&#39;s, but Vito &amp; Nick&#39;s is where it&#39;s at.",2,1,Brian Walsh
77,mYCXmqEdevo,Would love to see a part 2 since the more obvious recommendations are out of the way.,0,0,Joshua Runnels
78,mYCXmqEdevo,"I used to visit Chicago often. Ann Sathers for breakfast is a must. If you are going to a Cubs game, stop at Byron&#39;s  Hot Dogs. You won&#39;t regret it and save money over the cost of Wrigley Field concessions. Chicago Deep Dish is a tradition that you must uphold, there are several good establishments for this, including Lou Malnati&#39;s. A weekend in Chicago is not good for someone on a diet, but awesome for the palate.",0,0,ThreeG
79,mYCXmqEdevo,"Agree with my fellow Chicagoans, you nailed it.",1,1,Dan Burke
80,mYCXmqEdevo,Please review Dock&#39;s fish fillet sandwich.  Great list. Please do another.,3,1,Glenn Jerome Everette
81,mYCXmqEdevo,Those buffalo and barbeque wings at Lou Malnati&#39;s are awesome too. I have yet to check Harold&#39;s Chicken off my list after several trips to Chicago.,1,1,Delonte Reid
82,mYCXmqEdevo,Could you a top ten type vlog for the best pubs / taverns in chicago?,0,0,bearnose75
83,mYCXmqEdevo,Great video as always. Looking forward to trying those places on my next visit.,3,1,Love !
84,mYCXmqEdevo,"We got Phil&#39;s pizza, ricobenes, Connie&#39;s pizza, Kathy D&#39;s , happiness Chinese food, just in Bridgeport alone. You forgot all those.",1,0,Rob Sancho
85,mYCXmqEdevo,"Yes, please do a part 2!",0,0,LY
86,mYCXmqEdevo,Bro all your post have inspired my trip to chicago ! I’m going in February and everyone that has visited my work from Chicago has said I’m crazy but I LOVE to the cold and your videos have sparked my love for chicago !,1,1,Sean Ramos
87,mYCXmqEdevo,"Excellent video. Thanks.  If you do Mexican you need to showcase La Alcancia in Carpentersville, Illinois.  Best tacos tortas and burritos in the Chicagoland area.",0,0,Asdf
88,mYCXmqEdevo,"When my family moved to California, the people in Cali put mayo in their hotdogs. I thought that was gross!!! 😆 🤣 😂 😹",0,0,Maria Camarena
89,mYCXmqEdevo,Very good list! Definitely right about tavern style pizza.,0,1,Shannon Burke
90,mYCXmqEdevo,I want a part 2 please!!,0,0,Sean McKinney
91,mYCXmqEdevo,"Very nice video and presentation by the hosts ,  i know now what to tastes if i get te oppurtunity to visit  chicago .Part 2 please guys 👍🏾",0,0,M. Pulli
92,mYCXmqEdevo,"Jibarito y Mas is my go to jibarito spot. Make sure you order from Fullerton street  though, not Clark street. Also Ricobene&#39;s is iconic, the porkchop sandwich from Jim&#39;s. You got a subscriber",0,0,Marie Ang
93,mYCXmqEdevo,Part Two please!!!,1,0,Hector Roman
94,mYCXmqEdevo,Give us a part 2!! Saganaki!! Oopaa!!,0,0,Rudy Rios
95,mYCXmqEdevo,PIZZA FRIENDLY PIZZA is a game changer in Chicago,0,0,Miklo Velka
96,mYCXmqEdevo,"Hey Luis, are you a Pilsen or Blue Island Guy? <br>My Top 8 &quot;So Chicago it Hurts&quot; foods:<br>1) Mostaccioli - this penne pasta dish is an insult even to the term &#39;Italian-American cuisine&#39;<br>2) Ribs - they come from the South and yes they&#39;re everywhere, but family gatherings will often pair them with Mostaccioli, so there you go. And in Chicago the saucier the better.<br>3) Atomic Cake - damn is it good; chocolate, strawberry, and banana sponges + filling<br>4) Breaded Steak sandwich - you think you want it with mozzarella, but you actually want it with marinara and peppers.<br>5) Gyros Plate - just heap together all of the gyros meat and pita you can find, on top of a bedrock of french fries barely contained in a cheap styrofoam package<br>6) Chili Cheese Polish - now yes these other food items are a bit embarrassing and I understand why only we will like them. But NOT the Maxwell Street Polish, the best hot dog in the world. The chili cheese polish is its slow, fat cousin.<br>7) Italian Beef + Sausage combo sandwich - thanks, I hate it. This MegaZord of Chicago foods is too dry and heavy.<br>8) Pepper &amp; egg sandwich - Lent is big here",1,0,Ben Ordaz
97,mYCXmqEdevo,He’s not wrong on any of the spots! Great Video 👍,2,1,Marcos Martinez
98,mYCXmqEdevo,Got to get a part 2 tbh,0,0,Jackie Moon
99,mYCXmqEdevo,You hit all my favorite Chicago spots 🔥,5,2,CoCo Nina
100,mYCXmqEdevo,NEED PART TWO,1,0,Achal Devrukhkar
101,mYCXmqEdevo,Great Chicago food tribute video! 👍🏽,5,1,Gina Lee
102,mYCXmqEdevo,Still haven&#39;t seen Kanela&#39;s Breakfast Club btw and I&#39;m starting to judge a bit haha. Their lox and bagel and PB&amp;J smoothie are on point,1,0,BurnedJello
103,mYCXmqEdevo,"Part 2, please!",0,0,MrShabindigo
104,mYCXmqEdevo,I will follow every restaurants in this video. Part 2 pleeeease.,1,0,Serena Ko
105,mYCXmqEdevo,Yes please pt 2.<br><br>Taurus flavors<br>Italian Fiesta Pizza<br>Home run inn Pizza<br>Carson Ribs<br>Nicky&#39;s Chinese<br>Hog Wild Restaurant,0,0,mRbIaShD
106,mYCXmqEdevo,Gotta bring back the neighborhood guides my guy🙏🙏🙏 these food tours are making me hungry 😂,0,2,Stuff
107,mYCXmqEdevo,Great video thank you very much! Excited to go check out Chicago next week. Gona try a bunch of these places. But I’m from San Francisco Bay Area and you’re saying Chicago is a taco Capitol of the world?? I’ll be the judge of that haha,0,0,RISE Homes - San Francisco Bay Area Real Estate
108,mYCXmqEdevo,I just subscribed.  I live here in Chicago and I really appreciate and like your video.  I was wondering where a good place to get a hiberito.    Thank you 🙏,2,0,Francine Drake
109,mYCXmqEdevo,"A real Chicago pizza is made with Sausage NOT Pepperoni.  Because that&#39;s what New Yorkers put on their pizza.  By the way, do you know why New Yorkers fold over their &quot;Slice&quot;.  It&#39;s to pour out the grease!  You did good with Vito &amp; Nicks!",2,0,John Nicpon
110,mYCXmqEdevo,"Luis, me gusto would video! Part 2 let’s go!!!",0,0,GORILLAS WITH BEARDS
111,mYCXmqEdevo,Luis you are at the top of the ratings now!,0,0,Fred Ricardo
112,mYCXmqEdevo,"This got me super hungry. I need some deep dish, followed by a MR Beef",0,1,Wood Fired Creations
113,mYCXmqEdevo,I stay on the south side…this is legit and on point! 👍🏾,1,0,ManoloRay
114,mYCXmqEdevo,Every time I love my city more 👍🍺😉,0,0,Andy Black
115,mYCXmqEdevo,La Bomba my favorite place to go for fresh Puerto Rican cuisines.,0,0,Meri Lopez
116,mYCXmqEdevo,Your videos are great! i would love to drive out get some great food!,0,0,Avery
117,mYCXmqEdevo,Talk about a mouth watering video!!!! Whoa!!! Part 2 is a must!!! Great job!!!,0,0,Daniel Lawson
118,mYCXmqEdevo,Part 2 please 😄,0,0,James Allen
119,mYCXmqEdevo,"I want all of those… with everyone I order, I’ll take one to go as well…. Xoxoxo. 👊🏼",0,0,MIke Todd
120,mYCXmqEdevo,"Part 2, please and thank you",0,0,Vonyetta Webb
121,mYCXmqEdevo,Chicago may be one of the last places I’d associate with Mexican food or tacos 😋,1,1,Haley Kral
122,mYCXmqEdevo,I’m visiting Chicago and can’t wait to try em out,0,1,Tadey Travels
123,mYCXmqEdevo,Part 2 please!,0,0,John
124,mYCXmqEdevo,Those cinnamon rolls look amazing.,1,0,Rosa Fit
125,mYCXmqEdevo,"Too many hot dogs joints to mention - I always like the Parkside on North Clark because I could walk there and great food.  Al&#39;s would be my choice for beefs.  Killed me when Ann Sather moved from Clark and Foster, again I was living right there and could walk.  Also too many pizza places to mention - and Chicagoans generally don&#39;t consider deep dish signature Chicago pizza.  It&#39;s great, but most people I know prefer thin crust.  For Mexican, just walk up and down Clark Street and sniff! You could also mention Cap&#39;n Nemos, some of the best subs anywhere.  You really hit the highlights, but as you mention we are known for every kind of food in the world.  Great Asian everywhere, Little Italy and Heart of Italy (which unfortunately is fading fast), gyros, Rainbo Cone, the list is endless.",1,0,George Jasper
126,mYCXmqEdevo,"I remember when I was 12-17 we use to hit up LA Pasadita anytime we were by Humboldt or Wicker Park  or anytime we went to our doctor, really happy you went there",0,0,ChiTown1021
127,mYCXmqEdevo,Like the videos tocayo. Lou malnatis is definitely not it tho. Fried 🐔 from harold 🔥 but I grew up on hienie’s you should check it out with the hot (quality) (hienies) sauce. You will NOT be disappointed.,0,0,Luis Calderon
128,mYCXmqEdevo,I want to see part 2 please.,0,0,Willie McMeans
129,mYCXmqEdevo,Nancy&#39;s deep dish is the best! Chicago dog is second to none! Maxwell street kicks ass!,1,0,Kevin McCarthy
130,mYCXmqEdevo,You need to go to Ricobenes for the breaded steak sandwich,5,1,richard rodriguez
131,mYCXmqEdevo,Hard to pick just ten foods and spots in a city that offers so much choice.,0,1,B Yo
132,mYCXmqEdevo,Just subscribed! Jimmy K recommended your videos to me and they are 🔥!,0,1,Jen Crichlow
133,mYCXmqEdevo,He really from Chicago he got the pizza right and the polish,2,0,Larry McCleton
134,mYCXmqEdevo,Mr. Beef was always the late night spot after the bars/clubs. Same with Jim’s,0,0,Paul Evans
135,mYCXmqEdevo,Don’t forget the tamale guy!,1,0,Brett Bischoff
136,mYCXmqEdevo,Mr. Beef is perfection,0,0,Ninjamohawk
137,mYCXmqEdevo,I loved your video!! Very informational!! Thank you!!,0,0,Lauren
138,mYCXmqEdevo,Thank you so so much for not going to the over rated restaurants there really not good. I look forward to going back to Chicago to visit your pick I love you city one of the best in the world.,0,0,Mike Deveau
139,mYCXmqEdevo,"Interesting, will try all of them if I visit Chicago one day 🦋🦋🦋🦋🦋🦋🦋🦋",2,1,London Walk by London Socialite
140,mYCXmqEdevo,I love Gino&#39;s East for deep dish but it seems a few of them have closed :( Still a few left tho...,0,1,Gabrielle Benoit
141,mYCXmqEdevo,"A tear formed in my eyes. I lived across the street from that Byron&#39;s at the <a href=""https://www.youtube.com/watch?v=mYCXmqEdevo&amp;t=2m00s"">2:00</a> mark,  Ann Sather&#39;s on Belmont - Ummmmm!",3,0,PPhotography
142,mYCXmqEdevo,Damn I have been to every single one of those places... I knew instantly you were in la pasadita.. I remember when they had 3 on the same block.,0,0,Charles Ezaki
143,mYCXmqEdevo,i love jibaritos 🇵🇷🇵🇷🇵🇷,0,0,Josiah Viruet De La Luz
144,mYCXmqEdevo,Just-a-Pizza is another great place. Their pizzas are delicious.,2,2,Diane Shea
145,mYCXmqEdevo,i could be wrong but the byrons i went to was the one in sheridan red line. for me the go to harolds is the one by columbia college since that was the college i went to.,1,0,Robot Bob
146,mYCXmqEdevo,I will try all of them :) Thanks for sharing,0,0,Beycan Kırbaç
147,mYCXmqEdevo,"basically, add some pepper, onion, and meat to make it chicago style<br><br>chicago when traced back to the original word and the original meaning of that word is &quot;wild onion&quot; so it ties in pretty nicely",1,1,Samantha Garcia
148,mYCXmqEdevo,Mouth watering at 6 am while in the treadmill 🤣🤣🤣,0,0,Jazmin Ortiz
149,mYCXmqEdevo,Hey Luis thanks for a list of essentials.,0,1,Heavy-P
150,mYCXmqEdevo,Do bbq..if you haven’t yet!😊,0,0,Nana To 5
151,mYCXmqEdevo,Awesome food!,0,0,Ohjay Simpson
152,mYCXmqEdevo,I don&#39;t know if this story is true or not but it sounds fun anyways.  The story went that a famous celeb placed a huge order form Lou Malnati&#39;s (or maybe it was UNO&#39;s anyways)  It was Paul McCartney who placed the order.  Hope the story was true if anybody else knows the story let me know.  What i did hear is that he placed the order from England and had it flown to him personally (reminds me of the MASH episode where Hawkeye does a takeout from Adam&#39;s Ribs),0,0,Tim Robinson
153,mYCXmqEdevo,Yeah deep dish is for Tourists most Chicago folks like thin crust or Tavern style like You said-,0,0,Tom & Amy in the Philippines 
154,mYCXmqEdevo,Taking notes for my next visit!,6,1,Chari Gardiner
155,mYCXmqEdevo,Mr. Beef on Orleans is my favorite beef in Chicago.,0,0,redwingfan9
156,mYCXmqEdevo,I’m from the south side of chicago. Came here to hate but u actually did a go job bro. I’m mad you ain’t talk about pizza puffs but u good lol,2,1,Terrance Simmons
157,mYCXmqEdevo,You did Chicago good.. 💪🏾💋,0,0,Hunii Du Brown
158,mYCXmqEdevo,Jimmy&#39;s hot dogs on grand Pulaski.latin fusion on fullerton.jibaritos y mas,1,0,jon doe
159,mYCXmqEdevo,"Vitos and nicks, once a week for health purposes. 💚",1,1,Will Winchel
160,mYCXmqEdevo,Italian beef is the condensed form of Pho beef,0,0,ad ma
161,mYCXmqEdevo,Jibaroto y made up north makes the best jibaritos hands down !,1,0,Lizz Jordan
162,mYCXmqEdevo,I really appreciate this video!,0,1,Christian Thompson
163,mYCXmqEdevo,I&#39;m  from Chicago and we have the best food. And I&#39;m new to your channel and I  love  Chicago style hot dogs and pizza deep dish pizza the best Italian beef is from freddie from Bridgeport on 31st  street,1,0,Renata Chlopecki
164,mYCXmqEdevo,Jim’s French fries are crazy good to!,0,0,OB three
165,mYCXmqEdevo,Part 2 please,0,0,Elijah Adams
166,mYCXmqEdevo,Jim’s Original hotdogs are the best!,1,0,Samara Yasin
167,mYCXmqEdevo,"Mr. Beef is Da Bestest eye-talian beef!!!!! <br>Garrett&#39;s Caramel Corn is sooo buttery your fingers are greasy, I don&#39;t do the Chicago mix. <br>I didn&#39;t notice any poppy seeds on that hotdog bun 🤔<br>If you haven&#39;t done ethnic food in the neighborhoods. Polish (Jolly Inn Buffet), Little Italy, German, Jamaican, Filipino, Irish.<br>You can pair it with the Christmas Around the World trees at MSI(Museum of Science &amp; Industry).",0,0,xlady driver
168,mYCXmqEdevo,Yes! Part 2!!!,1,0,Melissa Long
169,mYCXmqEdevo,The best taco joint I gotta say is on Chicago and Grand . Taco El Jalisciense.,4,3,Harry Marquez
170,mYCXmqEdevo,"really enjoy your enery bro, keep it up",0,0,John Donnelly
171,mYCXmqEdevo,"Thanks for this im visiting next weekend and I always go to pappadeaux, Giordano&#39;s, blah blah. Now I&#39;m gonna branch out. Thin crust pizza is definitely St Louis style btw 😜",0,1,Alicia Bell
